N0 28,Apto. 614,8531-799,Oliveira de Azeméis,Castelo Branco
N27 3566,Apto. 444,7263-533,Loulé,Faro
N69 669,Bloco 33,4343-981,Trancoso,Viana do Castelo
N6 7,Casa 8,1140-502,Câmara de Lobos,Guarda
N3 75,Bloco 15,3611-638,Póvoa de Santa Iria,Beja
N224-9 040,Apto. 114,1467-223,Pombal,Santarém
N323 3502,Bloco 09,9207-182,Amarante,Beja
N595-8 53,Casa 1,3205-639,Portimão,Portalegre
N119 026,Casa 5,0807-418,Vila Franca de Xira,Leiria
N823-6 845,Casa 3,6754-435,Ílhavo,Santarém
Travessa César Amorim 097,Lote 63,9896-104,Estarreja,Setúbal
N579-0 55,Apto. 396,8437-184,Praia da Vitória,Vila Real
N69 0434,Bloco 07,8971-835,Vila Franca de Xira,Leiria
N527 5,Lote 96,2821-171,Santarém,Faro
Escadas Tomás Machado 25,Bloco 61,1882-011,Guarda,Aveiro
N591-3 0244,Casa 8,5362-185,Tavira,Évora
N9 26,Casa 6,4396-664,Valongo,Vila Real
Estrada Mafalda Figueiredo 866,Bloco 03,3040-012,Freamunde,Faro
N6 5,Apto. 087,7949-661,Ponta Delgada,Braga
N407 600,Bloco 12,1273-726,Torres Novas,Bragança
N724-6 0,Casa 2,0424-639,Marco de Canaveses,Santarém
N213 08,Lote 45,2167-334,Lisbon,Coimbra
N20 68,Lote 32,7220-792,Trancoso,Braga
N68 80,Apto. 220,8068-452,Santo Tirso,Porto
N773 030,Apto. 744,4344-183,Funchal,Portalegre
Praceta Renato Rodrigues 6,Lote 83,2773-351,Penafiel,Viana do Castelo
N36 0,Lote 00,7230-911,Tondela,Setúbal
N912 495,Casa 6,9810-826,Macedo de Cavaleiros,Guarda
N099-9 6,Lote 16,3268-683,Fafe,Coimbra
Jardim Simão Figueiredo 06,Apto. 068,4089-921,Esposende,Castelo Branco
N1 0892,Casa 5,6890-295,Olhão da Restauração,Leiria
Bairro Jaime Soares 4991,Bloco 44,9938-814,São Mamede de Infesta,Castelo Branco
N304-9 2,Apto. 172,6531-280,Santo Tirso,Viseu
N1 21,Lote 62,0114-935,Oliveira do Bairro,Portalegre
N716-4 00,Apto. 893,9566-956,Porto,Beja
N5 2,Apto. 549,1554-622,Rebordosa,Porto
N10 66,Apto. 923,0329-808,Sabugal,Leiria
N572-8 35,Casa 8,8038-758,Abrantes,Castelo Branco
N823-7 050,Lote 81,8740-198,Freamunde,Faro
N376-3 333,Apto. 454,7166-187,Vila Real de Santo António,Lisboa
N426 78,Casa 3,8387-647,Póvoa de Santa Iria,Viana do Castelo
N72 49,Apto. 904,8646-670,Angra do Heroísmo,Guarda
N348-8 35,Apto. 189,4338-897,Póvoa de Santa Iria,Santarém
N04 27,Casa 9,0060-948,Loures,Aveiro
Avenida Lorena Paiva 792,Apto. 085,9292-364,Silves,Porto
N21 3984,Casa 8,2231-290,Vila Franca de Xira,Setúbal
Largo Lara Vicente 1990,Casa 3,6503-745,Vila Nova de Famalicão,Lisboa
N78 9,Apto. 861,0408-848,Montemor-o-Novo,Vila Real
N764-6 034,Apto. 115,9175-794,Leiria,Viseu
N2 219,Casa 5,8255-447,Torres Novas,Lisboa
N72 6,Lote 31,5344-052,Elvas,Beja
N55 72,Bloco 44,9463-240,Maia,Faro
N545-6 9453,Apto. 449,3495-098,Fafe,Viseu
Alameda Aurora Baptista 516,Casa 4,6337-206,Portimão,Évora
N73 039,Apto. 546,4253-883,Gouveia,Viana do Castelo
N006 61,Lote 46,3568-818,Tarouca,Viseu
Travessa David Pires 998,Apto. 985,1056-653,Santarém,Coimbra
Caminho Rodrigo Gaspar 4835,Bloco 37,6702-493,Angra do Heroísmo,Évora
N42 29,Bloco 88,5985-525,São Salvador de Lordelo,Aveiro
N200 3,Apto. 699,7617-570,Torres Novas,Viseu
N101-2 003,Apto. 867,1931-311,Faro,Lisboa
Largo Lara Torres 59,Bloco 54,0531-906,Odivelas,Santarém
N97 2089,Lote 61,9886-256,Macedo de Cavaleiros,Portalegre
Caminho Carolina Pinheiro 147,Casa 7,5598-961,Ermesinde,Beja
N32 2,Bloco 71,1203-684,Santa Maria da Feira,Castelo Branco
N1 18,Lote 52,5171-835,Rio Maior,Viseu
N98 4140,Apto. 832,0210-646,Ribeira Grande,Évora
N8 173,Casa 2,2490-075,Montemor-o-Novo,Beja
Quinta Diogo Azevedo 2412,Casa 0,5554-944,Barcelos,Faro
N46 6828,Lote 65,5837-938,Paços de Ferreira,Portalegre
N512-4 58,Casa 5,0927-861,São Mamede de Infesta,Évora
N35 053,Lote 25,1253-954,Covilhã,Santarém
Azinhaga Hugo Castro 5009,Casa 5,9717-831,Felgueiras,Vila Real
N21 79,Lote 38,2352-252,Vale de Cambra,Santarém
N8 7,Casa 3,3384-144,Mirandela,Faro
N0 4851,Lote 21,5132-710,Costa da Caparica,Bragança
N47 325,Bloco 18,8736-384,Seia,Castelo Branco
N096-8 8093,Lote 43,7196-786,Ovar,Faro
N479 14,Lote 32,4695-324,Caldas da Rainha,Leiria
Largo Gil Ribeiro 106,Casa 3,6376-961,Macedo de Cavaleiros,Lisboa
N9 8740,Apto. 025,7073-945,Penafiel,Setúbal
Largo Josué Matias 158,Lote 75,1431-778,Mangualde,Vila Real
Acesso Benedita Barbosa 1031,Apto. 413,2176-414,Espinho,Braga
N6 155,Casa 8,7363-779,Anadia,Vila Real
Ladeira Valentina Cruz 444,Lote 07,3793-852,Peso da Régua,Braga
N577 044,Bloco 36,4435-678,Vila Real,Coimbra
N31 9,Bloco 25,0302-264,Sines,Lisboa
N035 0363,Bloco 59,4263-332,Reguengos de Monsaraz,Coimbra
Alameda Hugo Cardoso 78,Casa 5,4521-896,Reguengos de Monsaraz,Vila Real
Quinta Dinis Brito 0,Casa 4,9067-388,Macedo de Cavaleiros,Braga
N737 227,Casa 1,3477-750,Paços de Ferreira,Lisboa
Ladeira Emanuel Machado 363,Bloco 05,4362-397,Aveiro,Porto
N0 034,Casa 8,9010-220,Leiria,Viseu
N157 6,Lote 06,1218-001,Angra do Heroísmo,Coimbra
N93 881,Apto. 102,2717-117,Matosinhos,Porto
N682-0 3,Apto. 055,2904-903,Póvoa de Varzim,Vila Real
Viela Helena Torres 97,Apto. 608,8640-433,Águeda,Lisboa
N02 438,Casa 0,8768-584,Rio Maior,Beja
Caminho Ema Albuquerque 5,Bloco 95,7928-376,Figueira da Foz,Castelo Branco
N519 496,Lote 25,1607-354,Guarda,Évora
N5 8,Apto. 015,2186-031,Torres Vedras,Castelo Branco
N5 304,Casa 8,6321-019,Lourosa,Castelo Branco
Escadas Marcos Faria 8045,Lote 73,9006-984,Torres Novas,Bragança
Praça António Anjos 2,Apto. 391,4048-778,Santa Maria da Feira,Leiria
N272-2 63,Casa 3,1276-172,Santarém,Castelo Branco
N284 9,Bloco 52,8762-854,Marinha Grande,Faro
Azinhaga Filipe Moreira 9,Bloco 41,6212-328,Fafe,Viana do Castelo
N153 251,Casa 3,7478-528,Chaves,Portalegre
N13 815,Lote 67,1260-256,Faro,Lisboa
N51 3,Bloco 66,3678-113,Chaves,Bragança
N69 170,Casa 2,4900-312,Sabugal,Porto
N356-2 178,Lote 84,2559-000,Oliveira do Bairro,Lisboa
N04 70,Casa 8,2763-711,Guarda,Porto
Bairro Lia Mendes 05,Lote 50,0005-292,Coimbra,Porto
N0 06,Apto. 109,4220-311,Valpaços,Santarém
N1 869,Casa 0,2373-525,Câmara de Lobos,Braga
N4 0,Apto. 469,3321-118,Felgueiras,Porto
N91 7369,Lote 40,6834-255,Amarante,Portalegre
N935-9 0020,Bloco 97,6075-382,Olhão da Restauração,Leiria
N52 958,Lote 24,9559-770,Marco de Canaveses,Portalegre
N27 15,Casa 1,7231-824,Maia,Lisboa
Calçada Irina Assunção 03,Lote 35,3832-487,Figueira da Foz,Lisboa
N587 75,Apto. 995,8911-680,Vale de Cambra,Évora
Acesso Paula Leal 57,Casa 8,9307-119,Loures,Viseu
N2 3474,Casa 5,7927-035,Valpaços,Setúbal
N4 4557,Bloco 71,3621-063,Rebordosa,Aveiro
N376-4 940,Lote 49,3580-596,Vila Real,Viseu
N65 2100,Apto. 099,3615-035,Santarém,Faro
N4 67,Apto. 176,8881-820,Gandra,Porto
Rua Mafalda Martins 02,Bloco 24,8873-471,Oliveira do Hospital,Beja
N42 24,Apto. 961,9532-021,Vila Nova de Santo André,Castelo Branco
N68 3156,Apto. 913,5981-996,Santo Tirso,Coimbra
Quinta Mário Barros 25,Casa 5,6423-585,Reguengos de Monsaraz,Braga
N234-4 713,Bloco 00,2082-023,Porto,Évora
N069-0 9853,Lote 80,3963-631,Entroncamento,Guarda
N291 3,Bloco 33,8632-088,Valpaços,Porto
N794-6 68,Apto. 855,7527-279,Lourosa,Viana do Castelo
Urbanização Henrique Reis 619,Casa 7,2352-620,Montemor-o-Novo,Setúbal
N43 4107,Apto. 392,6214-838,Costa da Caparica,Aveiro
N848 5570,Bloco 31,4369-110,Braga,Guarda
N639-7 8967,Apto. 828,4357-261,Tondela,Lisboa
N187-1 0,Bloco 72,6352-171,Tarouca,Portalegre
N78 383,Bloco 52,0396-791,Caldas da Rainha,Viana do Castelo
N70 3492,Bloco 96,1247-963,Almeirim,Coimbra
Ladeira Salvador Cunha 002,Bloco 95,1974-747,São Salvador de Lordelo,Setúbal
N428 1535,Casa 8,5396-561,Cantanhede,Guarda
Praceta Marcelo Monteiro 5,Apto. 266,0671-666,Montemor-o-Novo,Porto
N4 612,Lote 06,2991-589,Quarteira,Castelo Branco
N827 2686,Casa 5,4491-267,Vila Baleira (a.k.a. Porto Santo),Faro
N367 19,Apto. 406,8726-338,Vizela,Faro
N85 44,Bloco 20,5873-438,Póvoa de Varzim,Lisboa
N244 1654,Bloco 98,3837-012,Trancoso,Santarém
N21 183,Casa 4,4964-553,Santarém,Coimbra
Quinta Beatriz Lima 16,Apto. 262,3833-595,Paredes,Santarém
N563 27,Casa 8,4862-513,Macedo de Cavaleiros,Setúbal
Viela Ígor Morais 964,Bloco 51,3494-741,Serpa,Viana do Castelo
N25 7920,Apto. 027,6297-560,Braga,Faro
N5 2949,Casa 8,3934-582,Tomar,Bragança
N389-2 5916,Casa 8,6097-221,Rio Tinto,Coimbra
N2 651,Casa 0,1889-905,Anadia,Leiria
N5 7776,Bloco 83,8685-229,Santana,Coimbra
N7 7154,Lote 79,0640-453,Câmara de Lobos,Castelo Branco
N12 056,Apto. 196,4672-111,Montijo,Faro
N9 0845,Lote 04,2438-499,Valongo,Beja
Bairro Rodrigo Magalhães 127,Apto. 184,2979-464,Serpa,Santarém
N62 6745,Bloco 40,4160-258,Évora,Faro
N77 3637,Lote 93,7063-330,Machico,Faro
N150 1,Casa 6,0305-916,Fiães,Aveiro
Azinhaga Francisca Moura 5623,Bloco 70,3090-144,Espinho,Castelo Branco
N8 47,Apto. 689,0763-716,Viseu,Setúbal
N093-0 988,Bloco 10,7472-436,Rebordosa,Viana do Castelo
N842-2 07,Bloco 01,5600-638,Santana,Braga
N493-6 136,Casa 9,3641-645,Lixa,Leiria
Praça Fernando Henriques 322,Casa 5,1059-617,Bragança,Aveiro
N4 8450,Casa 7,3987-716,Fafe,Aveiro
Caminho Helena Lourenço 456,Bloco 66,0458-178,Barcelos,Santarém
N2 7552,Casa 5,4122-040,Amora,Viseu
N158 2,Casa 6,1837-290,Sines,Santarém
N666 455,Bloco 45,6876-043,Praia da Vitória,Lisboa
N7 1315,Apto. 210,1981-027,Rio Maior,Beja
N985 1,Apto. 750,8162-523,Évora,Santarém
N74 651,Casa 7,7903-433,Marco de Canaveses,Portalegre
N794 7,Apto. 976,1286-462,Loulé,Bragança
N635 182,Lote 68,8066-812,Portimão,Évora
N137 1,Apto. 103,9711-595,Tavira,Porto
N9 623,Lote 84,7937-459,Amarante,Porto
N49 58,Casa 3,3916-479,Lisbon,Bragança
Calçada Raquel Vieira 70,Bloco 47,6963-743,Angra do Heroísmo,Santarém
N033 6,Lote 07,2932-393,Estarreja,Santarém
Quinta Gonçalo Carneiro 688,Apto. 540,9963-055,Caldas da Rainha,Portalegre
N707 9693,Apto. 026,4567-866,Oliveira do Hospital,Braga
N975 26,Bloco 61,0685-009,Entroncamento,Leiria
N113 6497,Bloco 68,8158-489,Fiães,Vila Real
N17 2301,Lote 33,7869-176,Mealhada,Viana do Castelo
Jardim Leonardo Reis 93,Apto. 333,9565-314,Estarreja,Castelo Branco
Alameda Joaquim Brito 1729,Lote 93,7934-826,Caldas da Rainha,Vila Real
N478 450,Lote 99,9021-093,Vila Real de Santo António,Santarém
N608 35,Casa 2,5009-274,Seixal,Bragança
N5 1,Bloco 86,6470-548,Penafiel,Coimbra
N194-9 2805,Casa 6,6557-718,Tondela,Évora
N028-2 2,Lote 25,8163-991,Marco de Canaveses,Vila Real
N395-8 41,Casa 5,0932-923,Fiães,Viana do Castelo
N220 053,Bloco 03,4896-746,Fátima,Coimbra
N1 850,Casa 4,3601-847,Santana,Setúbal
N053-8 221,Apto. 870,9050-687,Guimarães,Viseu
N895 53,Casa 5,5423-496,Felgueiras,Vila Real
N27 2949,Lote 57,6452-403,Anadia,Lisboa
N564-7 457,Lote 91,1486-233,Loures,Castelo Branco
N652 9477,Lote 37,8987-373,São Mamede de Infesta,Évora
N42 306,Casa 7,0963-375,Paredes,Setúbal
N020 33,Casa 0,3127-158,Ribeira Grande,Braga
N07 543,Bloco 43,9061-118,Elvas,Leiria
N67 557,Lote 43,0807-206,Castelo Branco,Braga
N656 3689,Casa 0,7410-880,São Mamede de Infesta,Lisboa
N04 8,Apto. 788,5118-016,Mealhada,Guarda
N247-3 114,Apto. 833,2787-423,Portimão,Porto
N45 961,Apto. 673,4427-822,Évora,Coimbra
N449-0 45,Casa 8,2180-505,Lagoa,Faro
N657 2,Casa 3,4989-773,Serpa,Faro
N238-7 4814,Apto. 286,5840-377,Maia,Beja
Largo Ricardo Alves 0,Casa 8,6196-933,Portimão,Coimbra
N80 821,Lote 66,8921-894,Freamunde,Viana do Castelo
N288-8 0750,Bloco 59,9674-044,Esposende,Faro
N480-7 85,Apto. 206,2899-662,Torres Vedras,Évora
N6 5,Casa 7,2383-863,Covilhã,Viseu
N57 5,Apto. 691,5812-005,Freamunde,Vila Real
N087 0,Lote 54,7983-587,Vila Real de Santo António,Beja
Avenida Tatiana Moreira 252,Apto. 496,0261-142,Sabugal,Portalegre
N588-0 2,Apto. 232,6722-582,Valpaços,Braga
N95 8,Bloco 62,2575-621,Fiães,Beja
N389-4 462,Apto. 156,9413-784,Lourosa,Viseu
Quinta Bárbara Abreu 6901,Casa 5,9068-209,Oliveira de Azeméis,Braga
N4 6705,Apto. 879,0156-272,Matosinhos,Beja
N294 4146,Lote 45,3458-265,Marinha Grande,Portalegre
N23 7,Casa 3,8811-454,Pombal,Bragança
N80 9,Casa 0,4841-288,Póvoa de Varzim,Bragança
N722-0 717,Lote 77,1872-116,Barcelos,Faro
N039-7 97,Bloco 73,0509-811,Vale de Cambra,Setúbal
N732-7 5353,Lote 52,4939-310,Vila Franca de Xira,Santarém
N8 5,Casa 7,9115-470,Faro,Viana do Castelo
N28 380,Bloco 66,7954-459,Entroncamento,Braga
N173-7 777,Apto. 236,2396-184,Elvas,Beja
N0 2358,Lote 85,9144-372,Vila Nova de Foz Côa,Lisboa
Caminho Ivan Soares 40,Lote 25,5179-018,Ribeira Grande,Beja
Acesso Gustavo Pinheiro 577,Lote 64,6465-002,Rio Tinto,Coimbra
N051 4756,Apto. 606,1143-285,Mirandela,Portalegre
N153 101,Lote 98,8034-981,Seia,Setúbal
Praceta Caetana Domingues 0,Bloco 28,2381-557,Lisbon,Santarém
N614 1,Casa 7,3913-660,Mirandela,Lisboa
N422 06,Lote 30,7205-699,Portalegre,Aveiro
N76 6,Bloco 55,0296-984,Póvoa de Varzim,Aveiro
N8 9928,Lote 91,9632-486,Ponte de Sor,Porto
N03 25,Casa 0,8661-211,Montijo,Vila Real
N94 745,Casa 3,9910-001,Estremoz,Bragança
N6 3,Bloco 93,6946-279,Valpaços,Braga
Ladeira Vera Ramos 034,Casa 1,1473-196,Horta,Bragança
N47 005,Bloco 82,8551-927,Loures,Beja
Jardim António Soares 6,Apto. 261,3732-533,Aveiro,Viana do Castelo
N76 8398,Casa 2,4862-843,Almeirim,Santarém
N448 5,Apto. 354,0403-527,Praia da Vitória,Bragança
N487 5705,Apto. 574,4894-541,São João da Madeira,Setúbal
N029-9 27,Casa 1,7036-548,Caldas da Rainha,Porto
N638 678,Apto. 268,3233-046,Horta,Castelo Branco
N523-2 12,Casa 1,2447-902,Esmoriz,Aveiro
N638 317,Lote 68,7777-532,Ourém,Coimbra
N93 3,Lote 57,2415-021,Alcácer do Sal,Porto
N584-7 0116,Apto. 427,4154-712,Machico,Santarém
N411 762,Bloco 73,4268-276,Vale de Cambra,Aveiro
N9 2024,Bloco 22,6282-477,Estarreja,Évora
N420 7461,Bloco 81,5728-932,Ponta Delgada,Coimbra
N53 74,Apto. 113,4002-535,Covilhã,Viana do Castelo
N44 55,Bloco 85,6192-913,Viana do Castelo,Coimbra
N250-1 38,Apto. 824,8604-607,Espinho,Viana do Castelo
Acesso Débora Ribeiro 3,Casa 0,8716-043,Beja,Faro
N233-4 955,Bloco 53,1280-428,Oliveira de Azeméis,Bragança
N06 8738,Bloco 21,3407-167,Lourosa,Évora
N57 36,Apto. 822,4726-173,Paços de Ferreira,Santarém
Estrada Olívia Campos 84,Lote 41,4356-619,Loulé,Santarém
Rua Rui Jesus 1593,Casa 6,3815-730,Caldas da Rainha,Castelo Branco
N965 313,Casa 3,3182-468,Viseu,Lisboa
N1 019,Bloco 74,7944-689,Vila Nova de Gaia,Viseu
N59 5,Casa 1,4622-987,Lourosa,Aveiro
N251-2 861,Lote 52,9137-096,Horta,Faro
N3 4996,Lote 48,8397-545,Vale de Cambra,Aveiro
N562 9,Bloco 90,7175-490,Odivelas,Viana do Castelo
N3 2,Bloco 80,5398-735,Amarante,Beja
N686 656,Lote 21,7881-813,Marinha Grande,Guarda
N690-6 117,Casa 5,0968-253,Almada,Braga
N4 38,Casa 8,2953-548,Rebordosa,Setúbal
N95 39,Casa 6,0315-683,Fundão,Setúbal
N9 7,Apto. 690,0656-520,Vila Nova de Foz Côa,Beja
N8 960,Bloco 52,3360-140,Mealhada,Braga
Acesso Raquel Simões 169,Apto. 614,7558-694,Tomar,Porto
N3 24,Lote 01,3828-853,Mealhada,Coimbra
N74 3,Apto. 498,8928-284,Guarda,Aveiro
N900 90,Casa 9,0376-354,Câmara de Lobos,Viana do Castelo
N3 8259,Apto. 152,8820-652,Valongo,Guarda
N80 316,Apto. 336,9549-232,Vila Nova de Foz Côa,Leiria
N107-5 86,Bloco 30,3666-581,Fundão,Faro
N424 4,Casa 1,4224-570,Oliveira do Bairro,Viana do Castelo
Bairro Afonso Sá 9,Apto. 015,7245-893,Albufeira,Braga
N208 197,Apto. 257,2330-846,Chaves,Viana do Castelo
N75 61,Bloco 63,1154-358,Ourém,Guarda
N80 35,Apto. 752,6768-118,São Salvador de Lordelo,Lisboa
N833 8838,Lote 57,6372-759,Estarreja,Aveiro
N15 3,Casa 6,7552-883,Vendas Novas,Portalegre
N503-0 70,Lote 65,8345-537,Gouveia,Portalegre
Praça Rúben Vicente 6017,Apto. 404,2170-125,Valpaços,Évora
N29 6,Casa 2,5873-391,Vila Nova de Foz Côa,Braga
Acesso Valter Pacheco 85,Lote 00,8289-970,Rebordosa,Portalegre
Jardim Martim Pinheiro 5,Bloco 24,7180-989,Amora,Braga
N92 2,Bloco 10,9164-970,Olhão da Restauração,Évora
N79 1230,Lote 89,0181-054,Póvoa de Varzim,Évora
N771 929,Apto. 764,1220-213,Viseu,Beja
N648 52,Lote 64,3917-863,Freamunde,Braga
N06 610,Lote 84,6322-634,Oliveira de Azeméis,Portalegre
N6 6,Bloco 35,3032-692,Entroncamento,Lisboa
N409-8 788,Lote 99,2867-133,Santa Comba Dão,Portalegre
N56 9452,Bloco 43,5462-482,Barcelos,Porto
N10 1770,Bloco 26,0953-395,Beja,Viana do Castelo
N6 43,Lote 18,7513-896,Faro,Faro
Largo Margarida Silva 2244,Casa 6,2529-432,Paços de Ferreira,Aveiro
N253 165,Apto. 348,9125-462,Vila Real,Santarém
Largo Sofia Figueiredo 14,Bloco 28,9102-815,Valpaços,Lisboa
N84 3,Lote 92,7298-065,Sines,Leiria
Viela Emanuel Pinho 930,Bloco 84,4963-932,Seixal,Guarda
N70 06,Apto. 152,7316-104,Vila Real,Castelo Branco
N2 0027,Lote 37,3794-011,Vizela,Castelo Branco
N14 4802,Apto. 348,3729-090,Felgueiras,Vila Real
N000-6 8009,Lote 67,3244-808,Estarreja,Viana do Castelo
N99 522,Apto. 040,7049-529,Leiria,Castelo Branco
N527-1 4796,Bloco 82,8242-927,Queluz,Guarda
Calçada Benedita Martins 227,Apto. 007,7052-008,Silves,Porto
N73 79,Lote 13,2424-115,Tondela,Porto
N907-7 9321,Casa 1,3490-528,São Mamede de Infesta,Viseu
N5 7509,Bloco 08,6892-010,Tarouca,Leiria
Acesso Clara Gaspar 89,Lote 25,6540-318,Barcelos,Viseu
N430-5 6923,Bloco 12,4298-417,Esposende,Vila Real
N4 89,Casa 1,1342-788,Évora,Viana do Castelo
N3 1679,Bloco 89,5263-458,Anadia,Guarda
N41 2,Apto. 051,8275-328,Costa da Caparica,Viseu
N612 0,Bloco 93,1256-396,Tavira,Bragança
N88 6547,Apto. 336,2432-729,Vila Nova de Gaia,Portalegre
N7 349,Lote 21,4916-522,Vila Nova de Gaia,Castelo Branco
N919-5 35,Lote 62,0473-241,São Mamede de Infesta,Leiria
Urbanização Gabriela Loureiro 6,Apto. 281,2526-066,Ermesinde,Porto
N8 0551,Bloco 64,3263-337,Aveiro,Braga
N588-8 06,Bloco 35,4950-860,Montemor-o-Novo,Faro
N159 1,Bloco 45,6652-426,Santa Maria da Feira,Bragança
N328-3 7237,Casa 3,2147-166,Lixa,Évora
N230-5 4145,Casa 1,8380-456,Horta,Castelo Branco
N158-7 43,Lote 89,0363-260,Vila Franca de Xira,Lisboa
N34 79,Apto. 978,5972-099,Quarteira,Évora
Travessa Luena Castro 117,Lote 38,5491-014,Barcelos,Évora
N72 1,Lote 66,4390-534,Angra do Heroísmo,Castelo Branco
N9 7900,Apto. 749,3758-277,Santo Tirso,Portalegre
N79 2,Lote 50,2440-925,Quarteira,Aveiro
Urbanização Fernando Vaz 838,Bloco 81,4505-488,Marinha Grande,Setúbal
Urbanização Henrique Domingues 2369,Apto. 478,9475-132,Valongo,Viseu
N1 1,Lote 65,7556-694,Chaves,Évora
N7 5,Casa 9,3939-171,Setúbal,Santarém
Caminho Ângelo Melo 0,Casa 4,7820-583,Gouveia,Bragança
N7 561,Apto. 032,7983-455,Mêda,Castelo Branco
N80 1768,Lote 68,3311-295,Felgueiras,Castelo Branco
Caminho Hugo Ribeiro 17,Casa 5,6888-347,Santarém,Évora
Alameda Carlos Azevedo 96,Lote 79,0431-978,Penafiel,Viseu
N76 53,Apto. 457,6300-389,Vila do Conde,Bragança
N0 431,Casa 2,7649-700,Aveiro,Leiria
N13 8,Lote 50,0549-590,Ermesinde,Évora
N949-9 9862,Bloco 38,1574-726,Rebordosa,Évora
N633-0 699,Lote 15,8009-508,Aveiro,Leiria
Azinhaga Manuel Cardoso 9924,Apto. 407,7612-013,Seixal,Faro
Praça Elisa Lima 2330,Casa 4,1444-161,Estarreja,Porto
N9 29,Casa 0,5321-478,Trancoso,Évora
N7 2876,Casa 0,4736-778,Queluz,Viana do Castelo
Caminho Vera Cunha 6,Bloco 76,9432-451,Odivelas,Guarda
N23 4645,Lote 06,1709-520,Paredes,Santarém
N382 53,Apto. 732,9047-353,Sines,Faro
N829 90,Casa 5,3014-082,Odivelas,Faro
N524-8 6941,Casa 1,6253-857,Águeda,Viana do Castelo
N716-0 3,Apto. 429,5348-171,Felgueiras,Santarém
N90 9036,Apto. 367,0702-055,Fundão,Leiria
N6 984,Lote 43,6191-177,Aveiro,Évora
Jardim Aurora Domingues 5623,Casa 5,2961-223,Matosinhos,Guarda
N32 2,Apto. 214,2651-420,Pombal,Viseu
N703 2,Bloco 52,3257-158,Caldas da Rainha,Vila Real
N70 8579,Casa 4,8376-180,Castelo Branco,Coimbra
N018-5 042,Casa 4,7806-114,Torres Vedras,Braga
Ladeira Rafael Brito 1,Bloco 63,0095-079,Vila Nova de Foz Côa,Beja
N4 675,Apto. 607,2680-724,Coimbra,Santarém
N5 051,Bloco 58,0054-178,Mangualde,Coimbra
N018-8 4251,Bloco 82,9012-253,Macedo de Cavaleiros,Guarda
Jardim Benedita Figueiredo 131,Lote 23,8752-545,Esmoriz,Bragança
N904-1 58,Casa 5,4956-539,Espinho,Guarda
N792-6 6999,Bloco 11,1455-156,Évora,Lisboa
N20 18,Lote 01,4851-488,Peniche,Viana do Castelo
N855 9740,Casa 7,2702-703,Póvoa de Santa Iria,Coimbra
N661-0 1,Apto. 853,5601-082,Fiães,Bragança
N173-0 8573,Lote 35,5303-635,Tavira,Setúbal
Quinta Soraia Freitas 1,Lote 84,5529-431,Mêda,Faro
N498 447,Bloco 33,2938-041,Peso da Régua,Braga
N84 9,Bloco 76,7158-634,Mealhada,Aveiro
Travessa Carmo Gaspar 7850,Apto. 258,9411-125,Estremoz,Viseu
N701-6 599,Casa 7,7488-705,Torres Vedras,Faro
N7 404,Bloco 19,4585-653,Caniço,Porto
N688-6 8,Lote 58,2542-154,Beja,Bragança
N6 3805,Lote 47,4190-216,Mangualde,Coimbra
N0 320,Bloco 95,3363-473,São João da Madeira,Viseu
N935 8737,Bloco 36,5238-879,Freamunde,Beja
N775 1395,Bloco 57,7732-773,Gouveia,Beja
N8 036,Lote 49,1772-548,Ílhavo,Évora
N07 78,Bloco 24,5495-221,Valbom,Braga
N351-3 90,Casa 2,1468-674,Vila Real,Porto
N53 57,Bloco 71,4731-609,Serpa,Aveiro
N7 525,Apto. 501,2719-211,Ponta Delgada,Viana do Castelo
N040-8 74,Lote 46,6853-894,Valongo,Faro
N836 5,Bloco 71,7475-113,Valongo,Leiria
N002-7 683,Bloco 57,3613-946,Póvoa de Santa Iria,Setúbal
N457 6347,Casa 4,6502-819,Estremoz,Beja
N56 73,Bloco 02,6243-130,Vila Baleira (a.k.a. Porto Santo),Viana do Castelo
N97 6568,Casa 6,6168-836,São Salvador de Lordelo,Coimbra
N024-0 067,Bloco 46,2366-502,Guimarães,Setúbal
N712 825,Casa 8,2129-132,Seia,Vila Real
N317 80,Apto. 479,7488-545,Sines,Braga
N130-6 552,Lote 74,6268-516,Lixa,Castelo Branco
Calçada Feliciano Simões 23,Casa 8,5966-136,Alcácer do Sal,Coimbra
N7 2,Bloco 36,6367-074,Fundão,Porto
N918-0 02,Bloco 89,6608-701,Seixal,Leiria
N628-2 89,Casa 4,6791-337,Vila Real,Castelo Branco
N6 7804,Lote 91,5126-472,Horta,Castelo Branco
N082 56,Bloco 82,4526-468,Faro,Castelo Branco
Beco Mara Borges 3,Lote 51,8560-939,Vila Baleira (a.k.a. Porto Santo),Santarém
N62 8,Lote 49,1435-808,Entroncamento,Viana do Castelo
Calçada Manuel Freitas 355,Apto. 314,8405-148,Alcácer do Sal,Setúbal
N752-9 7,Apto. 574,0545-621,Guimarães,Braga
N675-4 8699,Lote 44,1743-337,Santana,Viseu
N68 2,Apto. 042,5753-639,Silves,Castelo Branco
N460-6 5756,Apto. 420,8317-408,Beja,Aveiro
N202 83,Casa 5,0429-137,Fundão,Braga
N94 708,Bloco 24,9311-050,Santa Maria da Feira,Castelo Branco
N649 357,Bloco 24,3321-714,Seia,Lisboa
N5 173,Bloco 49,0981-743,Pinhel,Guarda
